,Unnamed: 0.1,Unnamed: 0,author,b_name,p_num,text
20,20,30,bahar,ghetebk,20,هرکرا دوست شدم دشمن جان گشت مرا بخت دشمن عیان گشت مرا باشدکه پای سفله گنجی فرو رود زان گنج ، قیمتی نفزاید لئیم بی‌قیمت گرچه زر برکشی لئیم ارزنده بفروشی کریم هرگز بهای خر نفزاید نزد عقل گر برنهی خر زر سیم سکته مرد ایرج میرزا قلب افسرد ایرج میرزا می‌صاف طهور خالی درد ایرج میرزا سعدی‌ای نو سعدی دهر شعر نو ایرج میرزا دل یاران اشعار لطیف زنگ غم بسترد ایرج میرزا دائما شادی یاران پای می‌افشرد ایرج میرزا برخلاف آخر ز مرگ خویشتن خلق آزرد ایرج میرزا ای دریغا کانچه آورده_بود برد ایرج میرزا گورکن فضل ادب گل گل بسپرد ایرج میرزا سکته پنجاه لحظه‌ای نشمرد ایرج میرزا مرد آسان لیک مشکل کردکار خرد ایرج میرزا بهر سال تاریخش بهار : وه راحت مرد ایرج میرزا دربغ درد کید فتنه گردون بشد صبوری ازما چوشد صبوری دریغ دل‌آگاه خاطر دانا بردرند ز غم جامه صبوری صبوری ملک شاعران طوس برفت خانقاه غم دل سروری تنم بسوخت ز اندوه هجر دوری ساخت ندانم هجر دوری چو نور باصره امد ز چشم پنهان فغان ناله کوری بهار دل غمگین می‌گفت مصرعی تاریخ ضروری سری ز جان برآورد این‌چنین به‌سرود بشد صبوری چو صبوری هشت تن هشت معنی شهره‌اند اندر ادب چار شاعر عجم چار شاعر عرب درگه رامش « ظهیر » « نابغه » خوف کین « اعشی قیس » « عنتره » غضب ور ز اشعار عجم خواهی_و استادان ز شعر چار تن کن چار معنی منتخب وصف « طوسی » اندرز « پارسی » عشق‌را « سجزی » هجو « ابیوردی » طلب اولی وصفی حقیقی ، دومی پندی دقیق سومی عشقی طبیعی ، چارمی هجوی عجب مادر باباشمل جهان هفته‌ای باباشمل بربست لب مرگ مادر خاطرش افسرده گشت خاموش تنور ملتهب لیک سوگواری‌های سخت ماتم مادر نباشد بلعجب غم کشور ، غم مادرکجاست ؟ ‌ ! مرگ فرامش گشت تب کشوری ویران دزدان گرم کار خراسان لب شط العرب داغ میهن داغ مادر ز دل بسترد ، کان واجبست مستحب ایها البابا برفت ار مادرت جهد کن آمرزش مادر طلب تاریخ فوت مام دوستان جستند بیتی منتخب گوشه‌گیری ادب برداشت سر : مرگ مادر ذوق ادب گو ، ز باد سحرگه صفاهانی زشت کیی رخ بسته‌ای حیله نقاب غیرت جنس برخیزد برخیزد سنبل شوره ، می‌از سرکه ماهی ز سراب تیر چشم چونان چشم مژه تیز ریش چونان ریش گلاب پنجه‌ات باد قلم دست قلم پیت باد بلا کتاب کشور جنس کثیف چو جنس کثیف وطن خراب چو خراب خبث ، پنهان ضمیر چو آتش حجر فحش ، ز کلام چو باران ز سحاب ناهید پدر سوخته عود سلیم نر ماده بهم افتاده چو کوی کلاب نامه ببرت ببر مرده کفن خامه کفش کف قحبه خضاب هجا گویی ناهید ز نقل نیک بنگر ماند عمل جناب خر بره پشگلکی اندازد جعل نقل پشگل شتاب چو بوجهلی وناهید چو حمال حطب ای سر گردنتان درخور شمشیر طناب ای سیه نامه ناهید طرفدار … آلت آلت بدخواه وطن باب ورق سرخ سیاه کهنه حیض رخ فاحشه‌ی پیرکه مالد سرخاب شغل کناسی قصابی نسزد ای اجانب راکناس وطن قصاب
21,21,26,samet,nowhe,20,رفتی بردی ز دل تاب توانم علی داغ فراق زد شعله جانم علی امید قطع زندگی فراقت باد نام نشانم علی رفتی رفتنت باب دلگیر مادرت ای نوجوان غم پیر دوری سیر ز جانم علی تازه جوانم علی سرو روانم علی مانده دل آرزو وادیت پا مهر حجله‌گه شادیت دم نداد دهر امانم علی تازه جوانم علی سرو روانم علی ای گل باغ حسین اکبر نسرین عذار دیده زینب بهر انتظار بی‌تو رود فلک آه فغانم علی تازه جوانم علی سرو روانم علی سیر نگشته دلم رخ زیبای باب میل تماشای آتش قلب کباب بنشانم علی تازه جوانم علی سرو روانم علی خانه صبر مرا ساخته زبر را‌ای پسر تیغ ستم زد سر تازه جوانم علی سرو روانم علی تنگ چو ( صامت ) دل ز جهانم علی ای عمو سر قاسم ز وفا کن گذری دم آخر نظری لطف حق یتیمان داری ز زار نگیری خبری زانو بگذاری سرم مهر دمی بری دلم‌ای عیسی جان‌بخش غمی پای نهم دیدار سری جان عمو جان شیرین گلو جانم تن خلد شتابی لب خشکم هوس قطره آبی پیشتر ز زند طایر جان بال پری جان عمو جان شیرین گلو مانده‌ام جان عمو دشمن صد پاره ز شمشیر تنم سر پا غم والاگهری جان عمو جان شیرین گلو ای عمو اجل خرمن عمرم باد نوعروسم چو نماید ز غمگین باد گشت قاسم گلشن جنت سفری جان عمو جان شیرین گلو ای عمو خیمه زده ابر بلا سر توتیا ز سم اسب ستم پیکر همچو صامت بنما غم نوحه‌گری جان عمو جان شیرین گلو جان بابا تشنگی زد شعله جان العطش ای پدر جان العطش تشنه‌کامی حالم پریشان العطش ای پدر جان العطش شاه خوبان العطش مسلمان آبی رساند لبم اندرین تاب تبم زمین کوفه گویا کافرستان العطش ای پدرجان العطش شاه خوبان العطش گر گلوی خشک را‌تر ز آب دهان جدال کوفیان مردی دهم تیغ بران العطش ای پدر جان العطش شاه خوبان العطش مگر اندر دیار کوفه مهمان نیستیم مسلمان نیستیم الامان زین کوفیان سست‌پیمان العطش ای پدر جان العطش شاه خوبان العطش کار آل پیغمر ز سو تنگ ای سپاه دل چو سنگ آب کی بسته مهان العطش ای پدر جان العطش شاه خوبان العطش تشنگی دست دلم را‌گر نیندازد ز کار علی ذوالفقار سازم اندر جنگ کاخ کفر ویران العطش ای پدر جان العطش شاه خوبان العطش حرم سکینه چشم اندر آب ای شه عالیجناب خواهر بی‌تاب گریان العطش ای پدر جان العطش شاه خوبان العطش ای پدر گو لیلای ستمکش مادرم مادر غم پرورم ذبیحت منی لب‌تشنه قربان العطش ای پدرجان العطش شاه خوبان العطش چشمه چشمه جوی خون چشمه‌های جوشنم گشته تنم دم شمشیر تیر تیغ پیکان العطش ای پدر جان العطش اه خوبان العطش ای خلیل کربلا آتش ظلم یزید ای شهنشاه شهید سوخت دلت گبر مسلمان العطش ای پدر جان العطش شاه خوبان العطش ( صامت ) عزاداری برایت روز شب ای امام تشنه‌لب شفیع شوی نزد یزدان العطش ای پدر جان العطش شاه خوبان العطش ای صبا برگو خاتون جنان اندر جنان غم آه فغان کی جنت سرور سر خیل خیرات حسان جفای آسمان شاه
22,22,0,moulavi,shams ghazalsh,20,ای رستخیز ناگهان رحمت بی‌منتها ای آتشی افروخته ، بیشه اندیشه‌ها امروز خندان آمدی ، مفتاح زندان آمدی مستمندان آمدی ، بخشش فضل خدا خورشید حاجب توی ، اومید واجب توی مطلب توی طالب توی ، منتها مبتدا سینه‌ها برخاسته ، اندیشه آراسته حاجت خواسته ، خویشتن روا ای روح‌بخش بی‌بدل ، لذت علم عمل باقی بهانه‌ست دغل ، کاین وان دوا زان دغل کژبین ، بی‌گنه کین گه مست حورالعین ، گه مست نان شوربا سکر هل عقل ، وین نقل هل نقل کز بهر نان بقل ، چندین نشاید ماجرا تدبیر صدرنگ افکنی ، روم زنگ افکنی اندر جنگ افکنی ، « فی اصطناع لا یری » می‌مال پنهان گوش جان ، می‌نه بهانه کسان جان « رب خلصنی » زنان ، والله لاغ است‌ای کیا خامش بس مستعجلم ، رفتم پای علم کاغذ بنه بشکن قلم ، ساقی درآمد الصلا ای طایران قدس ، عشقت فزوده بال‌ها ، حلقه سودای ، روحانیان حال‌ها ، « لا احب الآفلین » ، پاکی ز صورت‌ها ، یقین ؛ دیده‌های غیب‌بین ، دم ز تمثال‌ها افلاک سرنگون ، خاک دریای خون ؛ ماهت نخوانم ، ای فزون ماه‌ها سال‌ها کوه غمت بشکافته ، وان غم دل درتافته ؛ قطره خونی فضلت افضال‌ها ای سروران سند ، بشمار زان عدد دانی سران اندر تبع دنبال‌ها ز خاکی سیدی ، فرشته حاسدی ، نقد جان کاسدی ؛ پامال گشته مال‌ها کاو باشی بال ؛ ای رفعت اجلال ، کاو ، خال‌ها گیرم خارم خار بد ، خار گل می‌زهد ؛ صراف زر می‌نهد ، جو ، سر مثقال‌ها فکری بده‌ست افعال‌ها ، خاکی بده‌ست مال‌ها ؛ قالی بده‌ست حال‌ها ، بده‌ست قال‌ها آغاز عالم غلغله ، پایان عالم زلزله ؛ عشقی شکری گله ، آرام زلزال‌ها توقیع شمس شفق ، طغرای دولت ، عشق حق فال وصال آرد سبق ، کان عشق زد فال‌ها « رحمة للعالمین » اقبال درویشان ببین ؛ مه منور ، خرقه‌ها ، گل معطر ، شال‌ها عشق ، رقعه‌ای ، قلزم جرعه‌ای صد دلیل آورده استدلال‌ها عشق ، گردون مؤتلف ، بی‌عشق ، اختر منخسف ؛ عشق گشته دال الف ، بی‌عشق الف دال‌ها آب حیات سخن ، کاید ز علم لدن جان خالی مکن ، بردهد اعمال‌ها اهل معنی سخن ، اجمال‌ها تفصیل‌ها اهل صورت سخن ، تفصیل‌ها اجمال‌ها گر شعرها گفتند ، دریا ز کز ذوق شعر آخر شتر خوش می‌کشد ترحال‌ها ای دل اندیشیده‌ای عذر تقصیرها ؟ زان چندان وفا زین چندین جفا زان چندان کرم زین سو خلاف زان چندان نعم زین چندین خطا زین چندین حسد چندین خیال ظن بد زان چندان کشش چندان چشش چندان عطا چندین چشش بهر ؟ جان تلخت خوش چندین کشش بهر ؟ دررسی اولیا بد پشیمان می‌شوی الله گویان می‌شوی دم می‌کشد وارهاند مر جرم ترسان می‌شوی وز چاره پرسان می‌شوی لحظه ترساننده نمی‌بینی ؟ گر چشم بربست مهره‌ای دست گاهی بغلطاند گاهی ببازد هوا گاهی نهد طبع سودای سیم زر زن گاهی نهد جان نور خیال مصطفی این‌سو کشان خوشان وان سو کشان ناخوشان بگذرد بشکند کشتی گرداب‌ها چندان دعا کن نهان چندان بنال اندر
23,23,29,bahar,ghazalbk,20,دل گشت عشق نیکوان فرمان‌روا اشک سرخ دلیل رنگ زرد گوا نیستی رنگم نیستی اشکم چنان گر دل نیستی عشق بتان فرمانروا شدم مهر نامهربان دلبر ، قرین شدم عشق ناپارسا یار آشنا مهربان بودم ، جان شدم نامهربان پارسا بودم ، کار دین شدم ناپارسا دژم جان نیرنگ چشم دژم دوتا افسون زلف دوتا دل عاشق عشق اندر درختی بردمد کش برآید جاودان برگ رنج عنا تن اسیر عشق اگرکردم غمی گشتم غمی دل دست یار دادم خطا خطا چاره‌ی ندانم به‌عشق اندرکنون بنده‌ی مسکین داند پادشا بلای عشق ماندم نیندیشم همی کافرین شهریار بگرداند بلا همی نالم دردا ، همی گریم زارا ماندم مهجور ، یار دیارا الا‌ای باد شبگیر ، ازین شخص زمین‌گیر ببر نام خبر گیر ، ز یار نامدارا چو رفتم خراسان ، دل گشتم هراسان شدم دگرسان ، خروشان نزارا ری نام راندم ، حقایق برفشاندم ولیکن دیر ماندم ، زین‌روی خوارا نجستم نام ازین شهر ، فزودم وام شهر نبردم کام ازین شهر ، عیش مرارا بدا محکوم قهرا ، درآکنده زهرا پلیدا شوم شهرا ، ضعیفا شهریارا گهی دزد افتد کار گاهی عسس نشد کاین آسمان راحت گذارد یک‌نفس عسس دزد دمساز بیگانه شب دزد وحشت روز عسس گرفتار جفای ناکسان گشتیم عالم دریغا زندگانی نشناخت کس ز بس ماندیم کنج قفس ، گر باغبان روزی رها ، ره کنج قفس نشان کاروان عافیت نشد لیکن کوه دشت آواره آوای جرس ز دست دل گریبان پاره کردیم غمت دل چاک گریبان دسترس تاریکی حیرت ، دل عشق برقی زد مگر وادی ایمن کشاند قبس بریدیم شهنشاهان طمع درویشی خوبان نباشد نگاهی ملتمس خواهی_که صاحبدلان طرح وفا کنون درنه قدم ، نبینی زین خداوندی سلطانی یاران باد ارزانی درین بیداد ظلمانی فروغ عشق بس هوس بستیم ترک هوس گوییم عالم بهار آخر می‌رساند هوس دوست می‌دارم نوروز فرخ‌فال تاکنم نو جبین خوبرویان سال خواهی_ار فال میمون بگذرد روز خوش برگشا صبحدم دفترگل فال عاشقا ز آه سحر غافل مشو کاین ابر فیض آبیاری می‌نمایدگلشن آمال خواهی_ار کس درآمیزی رنگ درآی چسان همرنگ گل پروانه بال عاشق خوبان وفا مهر خواهد_، ورنه هست آب رنگ حسن صوری ، پرده تمثال سر زلف سیه چیدی دامان دست کوته ساختی مشتی پریشان‌حال دولتی کافغان جور خرد خلایق اعلان استقلال سفله فرط دنائت ایمن حادثات مؤمن خون نریزد اشتر جلال رقیب خرد‌ای دل جهان غافل مباش موش ویران می‌نماید دکه بقال گرچه‌آزادی زبون لیک شکر هست کاین بشکست بازار هو جنجال وطن مگری نزدکرام‌الکاتبین بهر قومی کتابی هست مر آجال شدگذشته‌هیچ‌و امروز است‌هم‌در حکم‌هیچ ماضی رفته دان حاضر شو استقبال خامشی جستم حاسد مرده پندارد مرا وز سر رشگ حسدکمتر بیازارد مرا زنده درگور سکوتم ، مگر زین روزگار مرده‌پرور خوار نشمارد مرا مردمان چشم بد ترسند چشم حق ز چشم مهرویان نگهدارد مرا مرک‌شاعر زندگی‌بخش خیال اوست کاش خموشی مردگان آرد مرا سینه‌ام زآه پیاپی چاک ، کو طبیب کز تشفی مرهمی سینه بگذارد مرا مگر تأثیر بخشد ناله‌های زار آرزوی مرگ بسته‌لب مرا امید جهت مقطوع نومیدی بو نومیدی دست مرگ بسپارد مرا سیل خون‌آلود اشکم بی‌خبر خون مردم ، آخر‌ای بیدادگر ، ای شکرلب
24,24,41,ghaani,tarkibgh,14,امروز‌ای غلام عیش کار برگیر زین ز رخش روز شکار می‌نگویی خداوند کاهلست کان کاهلی نز کارست عار انده مدار نشدیم ای پسر سوار کانکس پیاده می‌سوار ها صید تویی گرایم صید صیدی حضرتست مرغزار گور گوزن کبک غزالم تویی نقد چهاری گر گویم ای غلام داری سرین گور هرگز سرین گور بردبار باکشی غزالی جلوه گوزن نی‌نی کمانکش میگسار ور خوانمت غزال بیابان خط خال هرگز غزال درخور بوس خیز‌ای پسر خادم خلوتسرا بگوی کامروزه ره بزم خداوندگار ور آسمان حضرت خادم اشاره امرو‌ز انها حضرت قاآنی جبریل نخوانده براین درگذار مدح خوان شاه جهانست لاجرم کس زمانه بدین اعتبار ما‌ای ندیم دولت آزموده‌ایم لختی ز روزگار سختی نبوده‌ایم ماگاه کف بط باده برده‌ایم لب لعل بت ساده سوده‌ایم دل گشاده مرد نگیرد زمانه تنگ نهمار سخن ز بزرگان شنوده‌ایم ترکی خنده رخ قیصر نمی‎کند صدهزار بوسه ز لعلش ربوده‌ایم شوخی کفش س‌ر خاقان نمی‌زند صدهزار شب کنارش غنوده‌ایم ماهی شاه گدایی نمی‌برد بارها بوس لبش شخوده‌ایم ابرویی دم شیرست گره بازی کنان شجاعت آزموده‌ایم و‌ز طره‌ای تن مارست شکنج صدهزار چین فراغت گشوده‌ایم چو آبگینه نداریم نقش وز طبع ساده نقش عالم نموده‌ایم سادگی نقشیم کز زنگ حرص آینه دل زدوده‌ایم بارگاه شه ارادت ستاده‌ایم اقبال سعادت ستوده‌ایم خیزید قرابه مرا می‌بیاورید هی خورم شراب هی بیاورید شاهانه خورد مهی به‌های هوی طنبور ارغنون دف نی بیاورید نفس پیاله کام نفس پیاله پیاپی بیاورید زآن بارگیر روح نارفته گلو خون فرو رود برگ بیاورید زان دست‌پخت عقل نور اولیا زی رهنما غی بیاورید زان جوهری نفحات نسیم بی‌نفخ صوره مرده_شود حی بیاورید زان شربتی درگلوی نحل نوش هوش قی بیاورید زان پیبشر طره طومار عمر زلف تابدار بیاورید طبعم ز ران شیر کباب آرزو هان هیزمش ز تخت جم کی بیاورید قم شراب حریفان خدای برتر نهید گامی ری بیاورید مانا شراب ری ندهد مر مرا کفاف زنده رود باده‌ام جی بیاورید ور جام باده دهن اژدها همت دهن بیاورید بی‌خویش مدح شاه جهان خوشتر آیدم روم ز هی بیاورید باز‌ای غلام سرکش خونخواره بینمت وز بهر جنگ زین زبر بینمت رخش شعله جواله خوانمت زین ستاره سیاره بینمت نایب مناب چرخ ستمکاره دانمت قایم مقام جفا کاره بینمت گرد گل سنبل ژولیده یابمت گنج رخ کژدم جراره بینمت پوشیده تافته موی بافته روح‌القدس اسیر پتیاره بینمت غرفهای باغ جنان بچگان حور گردن برون کشیده نظاره بینمت مانی روزگار جوانی گر مه دل خاره بینمت مه جمادی مناسبست گر مه دل چو خاره بینمت مردم آب آینه بینند ماه آب آینه رخساره بینمت خاکپای خسرو پیوسته بویمت فیض دست دارا بینمت اورنگ ملک تاج سخا افسر کرم بازوی ترک عرب پهلوی عجم اکسیر فضل جان هنرکیمیای علم رکن رایت جود آیت کرم میقات حلم مشعر دانش مقام فیض میزاب علم کعبه دین قبله امم عرق جمال مغز جلال استخوان فر الهام نظم سحر سخن معجز قلم ایوان مجد طلاق علا شمسه علو دریای فضل گنج عطا لجه نعم شخص کمال روح سخا پیکر سخن جسم وقار چشم حیا عنصر همم باب ظفر نیای هنر دایه فخر پدر مطیع برادر مطاع عم فرزند بخت بچه دولت نتا‌ج تاج پیوند
25,25,5,moulavi,shams daftar3,20,-
26,26,11,ferdousi,shahname qmars,2,سخن‌گوی دهقان گوید نام بزرگی گیتی جست آن‌که دیهیم سر نهاد کس روزگاران یاد مگر کز پدر یاد پسر بگوید نام بزرگی برتران پایه پژوهنده نامه باستان پهلوانان زند داستان کآیین تخت کلاه کیومرث شاه چو برج حمل آفتاب جهان گشت فر آیین آب بتابید سان ز برج بره گیتی جوان گشت یک‌سره کیومرث جهان کدخدای کوه اندرون ساخت سر بخت تختش کوه پلنگینه پوشید گروه اندر همی پرورش پوشیدنی نو بد نو خورش گیتی سال شاه چو خورشید همی تافت زو فر شاهنشهی چو ماه هفته ز سرو سهی دد دام جانور کش بدید ز گیتی آرمید دوتا می‌شدندی تخت فره بخت رسم نماز آمدندیش ز برگرفتند آیین پسر بد مر خوب‌روی هنرمند پدر نامجوی سیامک بدش نام فرخنده کیومرث دل بدو زنده جانش مهر گریان بدی ز بیم جداییش بریان بدی کار روزگار فروزنده دولت شهریار گیتی نبودش دشمنا مگر بدکنش ریمن آهرمنا رشک اندر آهرمن بدسگال همی رای زد ببالید بال بچه بودش چو گرگ سترگ دلاور سپاه جهان دیو بچه سیاه ز بخت سیامک زان پایگاه سپه جست همی تخت دیهیم کی شاه جست همی رای جهان یک‌سر آوای کیومرث زین کی آگاه تخت مهی شاه یکایک بیامد خجسته سروش سان پری پلنگینه پوش بگفتش ورا زین سخن دشمن سازد همی پدر سخن گوش سیامک ز کردار بدخواه دیو پلید دل شاه بچه جوش سپاه انجمن بگشاد گوش بپوشید تن چرم پلنگ جوشن آیین جنگ پذیره شدش دیو جنگجوی سپه چو اندر سیامک بیامد برهنه تنا آویخت پور آهرمنا بزد چنگ وارونه دیو سیاه دوتا اندر بالای شاه فکند تن شاهزاده خاک چنگال کردش کمرگاه چاک سیامک دست خروزان دیو تبه گشت ماند انجمن بی‌خدیو چو آگه مرگ فرزند شاه ز تیمار گیتی سیاه فرود تخت ویله کنان زنان سر موی رخ کنان رخساره خون دل سوگوار دیده نم چو ابر بهار خروشی ز لشکر زار کشیدند صف شهریار جامه‌ها پیروزه رنگ چشم ابر خونین رخ بادرنگ دد مرغ نخچیر گشته گروه برفتند ویله کنان کوه برفتند سوگواری درد ز درگاه کی شاه برخاست گرد نشستند سالی سوگوار پیام داور کردگار درود آوریدش خجسته سروش کز مخروش آر هوش سپه برکش فرمان آور گرد انجمن بد کنش دیو زمین بپرداز پردخته کن دل ز کین کی نامور سر آسمان بدخواست بدگمان برترین نام یزدانش بخواند بپالود مژگانش زان کین سیامک شتافت شب روز آرام خفتن نیافت خجسته سیامک پور نزد نیا جاه دستور گرانمایه نام هوشنگ گفتی هوش فرهنگ نزد نیا یادگار پدر نیا پروریده مر نیایش پسر داشتی چشم نگماشتی چو بنهاد دل کینه جنگ بخواند گرانمایه هوشنگ گفتنی‌ها بدو بازگفت رازها گشاد نهفت لشکری خواهم_همی خروشی برآورد خواهم_همی همی پیشرو رفتنی‌ام سالار نو پری پلنگ انجمن شیر ز درندگان گرگ ببر دلیر سپاهی دد دام مرغ پری سپهدار پرکین کنداوری لشکر کیومرث شاه نبیره اندرون سپاه بیامد سیه دیو ترس باک همی بآسمان پراگند خاک ز هرای درندگان چنگ دیو سست خشم کیهان خدیو برشکستند گروه دد دام دیوان ستوه بیازید هوشنگ شیر چنگ جهان دیو نستوه تنگ کشیدش سراپای یک‌سر دوال سپهبد برید سر بی‌همال پای اندر افگند بسپرد خوار دریده چرم برگشته
27,27,32,bahar,mosammatbk,10,انگور آبستن هان‌ای بچه حور برخیز گهواره فکن بچه انگور چندانش مهل کز دم دی رنجور کامد دی افسرد دم ماه دم هور باغ برف شاقی نقیبی شاخ زاغ خروشی نعیبی شمشاد حبیبی سیه زاغ رقیبی وز برف شبانه سر سرو نصیبی سوده سیم دست نسیمست وان کوه ، بیندوده بدان سوده سیم خورشید میغ اندر سقیم بن دربا ید بیضای کلیم زین چو عمال خزان رسیدند وان خیمه زربفت خزان کشیدند دهقان پسران سو باغ دویدند بچگان جنبنده ندیدند کدیور گنه بچه گکان بربست زنجیر دوگان گا‌ن وانگه درشد دید همگان وز گان پاک بپرداخت مکان بنهاد دخترکان سبد برد آنهمه تفت خانه قومی دید آبست پنجاه صد مسکین غلط گمان برد بدبر وانگاه نگه بدان تبه‌شان زان پشیمان بخشود گنهشان وآورد ز چرخشت خفتنگه‌شان فرو بست ز بیهده رهشان ماه ، روز نهفته بشتافت بدانجا بدند خفته پرسد جوید رفته جوید خبر زان گره خسته تفته دید بدان بلعجبی ناگاه صد سبحان‌الله دوصد سبحان‌الله جمله کیانند بدین آب بدین جاه نی خورشید اینجای فراز نی ماه اینانند ماه ازین آوردمشان رز زی مصطبه وانگه لگد برشان ریش چونان بنهادمشان روز امروز صد عزت تمکینند اینان رسم دگر آئینند اینان دلبند خوش نغز نگارینند اینان گوئی مگر خلخ چینند اینان دهقان ازکوشش فریاد هیاهو آرد مینائی پاکیزه چو مینو برگیرد باده نغز خوش نیکو کز لاله ستدگونه مشگ ستد بو نک آذرماه می‌حمری شعر بهاری سمن‌بری شاهان آزادگی حری قطران شدم اینک ز بونصری زال زمستان گریخت دم بهمن اسفند مه فر تهمتن خور به‌فلک تافت همچو رای پشوتن آتش زردشت دی فسرد گلشن قائد نوروز چتر آینه گون زد ماه سفندار مذ طلایه برون زد ساری منقار ساق پای خون زد هدهد فرق تاج بوقلمون زد ماه دگر نوبهار ، جیش براند سپه دی سلاح‌ها بستاند تخت خسروی بنشاند بلبل دستانسرا نشید بخواند صدرا ، … خادم باشی تکذیب جفنگ تراشی گوئی مرتشی نبوده راشی حیفست دادخواه باشی گر ره مدحش گیرم ننگست ورکنمش هجو قافیه تنک صرف‌نظر‌گر ز بسکه دبنگست گوید پای کمیت طبعم لنگ گویم شاها باشی لاف ره عدوان عیب بنده سخن باف چاره کنش‌گر بنده باشدت الطاف گویم دارم یقین ره انصاف تبرا کار تولا لا رسد سرادق الا خرم سرسبزمان همت مولا مبارک خدای تعالی ای نگار روحانی ، خیز پرده زن سوادق لاهوت کوس لا الا زن ترانه معنی دم ز سر مولا زن وانگه غدیر خم باده تولا زن کز صفای روشن جان باده‌نوش خم غدیر امروز باده‌ای جوش کان صنم عشاق برده عقل هوش وان مبشر رحمت خروش حبیب صد معراج ، کلیم صد سینا حیدر احد منظر احمد علی سیما بزم قرب محرم ، راز غیب دانا جمال ظاهر سر علم‌الاسما خاتم وفا لعل ، لعل راستی کان قلزم صفا فلک ، فلک صدق سکان اوست قطبی اقطاب ، اوست رکنی ارکان ممکنی بی‌ایجاب ، واجبی بی‌امکان غدیر خم یزدان مر پیمبر کز کمال دین شو پذیره حیدر پیمبر اندر دشت نهاد منبر برد سر منبر حیدر فلک فر بشنوید ای قوم قول حق‌تعالی جان بیاویزید گوهر تولا پوزش آورید جان ستوده مولی وصی برحق والا اوست کز خم
28,28,1,moulavi,shams mostadrakat,2,کدیه‌ای سبک بشنو خبر عشق می‌دهم بگرو نفسی خودم قرینی ده میزان نهند زر جو نوی بنده کهن کهنم کن نو پیشه کیمیا مس تیره ببخشد ضو کرمت بگوی بدهد درخور شام بنده روغن عو ای دل شاه بی‌سویی خلق هرسو دوند مردم گرواست ب لاحول کن خو بی‌سوی عالمی بس جهت وادییست بس درگو کار امروز مگو فردا حسرت خوری گویی لو چشمکت می‌زند رقیب غیور چشم ازو مگیر لاتطغو شمس تبریز ! خضر یقین وارهان خلق ز عین‌السو قصابی گولی گوشت انداخت چو دیدش زفت گوشت گاو پنداشت ران دگر افکند بگفتا گاو مرده‌ست زهی گند خدا بخشید آنچ اسباب کامست گفتی چیست ؟ عامست کنون عام کان بپیوست نجس چونک کردی درو دست نسازد گول بخل سخاوت دوش مایه عداوت گریز گول اندر سور ماتم چو عیسی‌ای پدر والله اعلم
29,29,42,ghaani,robaeegh,20,کشت عمل بس خوشه مرا زمین بس یک‌گوشه مرا چو گاو گرد خرمن گردیم مرغ بس دانه‌ای توشه مرا دوشینه فتادم رهش مست خراب نشوه عشق باده ناب عاشقم می‌پرسید کیست کجاییست خورده شر‌اب دل شهر عشق سرگشته تست بیمار غریب دربدر گشته تست برگشتگی بخت سیه‌روزی مژگان سیاه برگشته تست قبله ابروی تو‌ای یار کج محراب دل قبله احرار کج جانب قبله دگر نکنیم قبله ماست گرچه کج ابروی کجت دل برو مشتاقست محراب شهان قبله آفاقست طاقست دلنشینی جفتست جفتست ز بیقرینی طاقست آراسته جنتی منست افروخته دوزخی خوی منست شمشیر جهانسوز بهادر شه دزدیده کمان ابروی منست مه شوال مه روزه گذشت ایام صیام رنج روزه گذشت صد شکر خدا روزی روزه گاهی غنا گه دریوزه گذشت دل برم هوای دلبر افسانه عشق دلبر دل ز چو دلبر آری دل دلبر دل بردارد گر چرخ جفا می‌باید ور ترک وفا می‌باید می‌خواست دلم نشان آید تیر تیر خطا می‌باید زلفین سیه بناگوش تواند سر سر نهاده همدوش تواند ساید سر ادب پایت شب روز آری سیاه حلقه گوش تواند میکده مست می‌نابم سرمست ز جرعه شرابم ای دوست چشمهای مست قسم جامی خرابم عمر شهان تربیت جیش نیم نفس عیش صد طیش نازم جهان همت درویشان کایشان لقمه دوصد عیش آشفته سخن چو زلف جانان خوشتر کار جهان بی‌سر سامان خوش‌تر مجموعه عاشقان دفتر مجموعه عاشقان پریشان خوشتر نرگس مست فتنه‌انگیز نگر خنجر مژگان بلاخیز نگر عهد ملک باده مستی ندهد اندر کف مست خنجر تیز نگر روز ستاره کی افشانی بس روز ستاره بالله ار بیند کس دهرت ز مراد محروم دست جهان ببند پای هوس یار مرا ربوده هستی واقف نیم بلندی پستی آنگونه ز جام عشق مستم کآگاه نیم ز مستی گفتم زن نظام کای لولی شنگ خواهم_که چاله‌ات فروکوبم دنگ خیاط‌صفت لباس الفت ببریم گز کیر ز مقراض لنگ می‌دوشین مستم مهد طرب خواب نوشین هستم ای دست خدا بگیر لختی دستم کز سخت‌دلی سست‌بختی رستم دل هوای وصل جانان دادم لب لب نهادم جان دادم خضر ار ز لب چشمه حیوان جان جان لب چشمه حیوان دادم صدرا دیشب باغ نواب شدم امروز حضرتت شرفیاب شدم باغ چو ناکسان آب نداشت خجلت بی‌آبی آب شدم
